"species" "gene" "start" "end" "IfEndIsOverlapped" "IfStartIsOverlapped"
"41258" "Acheilognathus_somjinensis" "CytB" 14374 15515 34485 74
"15969" "Acheilognathus_typus" "ND1" 2855 3830 215 2855
"15970" "Acheilognathus_typus" "ND2" 4045 5091 384 215
"15971" "Acheilognathus_typus" "COX1" 5475 7026 151 384
"15972" "Acheilognathus_typus" "COX2" 7177 7868 77 151
"15973" "Acheilognathus_typus" "ATP8" 7945 8110 -7 77
"15974" "Acheilognathus_typus" "ATP6" 8103 8787 -1 -7
"15975" "Acheilognathus_typus" "COX3" 8786 9570 70 -1
"15976" "Acheilognathus_typus" "ND3" 9640 9989 70 70
"15977" "Acheilognathus_typus" "ND4L" 10059 10356 -7 70
"15978" "Acheilognathus_typus" "ND4" 10349 11731 212 -7
"15979" "Acheilognathus_typus" "ND5" 11943 13779 -4 212
"15980" "Acheilognathus_typus" "ND6" 13775 14297 71 -4
"15981" "Acheilognathus_typus" "CytB" 14368 15512 34488 71
"15982" "Acheilognathus_yamatsutae" "ND1" 2856 3831 216 2856
"15983" "Acheilognathus_yamatsutae" "ND2" 4047 5092 384 216
"15984" "Acheilognathus_yamatsutae" "COX1" 5476 7027 149 384
"15985" "Acheilognathus_yamatsutae" "COX2" 7176 7867 77 149
"15986" "Acheilognathus_yamatsutae" "ATP8" 7944 8109 -7 77
"15987" "Acheilognathus_yamatsutae" "ATP6" 8102 8786 -1 -7
"15988" "Acheilognathus_yamatsutae" "COX3" 8785 9569 71 -1
"15989" "Acheilognathus_yamatsutae" "ND3" 9640 9989 69 71
"15990" "Acheilognathus_yamatsutae" "ND4L" 10058 10355 -7 69
"15991" "Acheilognathus_yamatsutae" "ND4" 10348 11730 211 -7
"15992" "Acheilognathus_yamatsutae" "ND5" 11941 13777 -4 211
"15993" "Acheilognathus_yamatsutae" "ND6" 13773 14295 73 -4
"15994" "Acheilognathus_yamatsutae" "CytB" 14368 15509 34491 73
"30716" "Achirus_lineatus" "ND1" 2877 3852 210 2877
"30717" "Achirus_lineatus" "ND2" 4062 5115 389 210
"30718" "Achirus_lineatus" "COX1" 5504 7053 151 389
"30719" "Achirus_lineatus" "COX2" 7204 7895 78 151
"30720" "Achirus_lineatus" "ATP8" 7973 8141 -10 78
"30721" "Achirus_lineatus" "ATP6" 8131 8815 -1 -10
"30722" "Achirus_lineatus" "COX3" 8814 9599 72 -1
"30723" "Achirus_lineatus" "ND3" 9671 10020 73 72
"30724" "Achirus_lineatus" "ND4L" 10093 10390 -7 73
"30725" "Achirus_lineatus" "ND4" 10383 11764 218 -7
"30726" "Achirus_lineatus" "ND5" 11982 13812 10 218
"30727" "Achirus_lineatus" "ND6" 13822 14344 72 10
"30728" "Achirus_lineatus" "CytB" 14416 15558 34442 72
"7646" "Acinonyx_jubatus" "ND1" 3639 4596 209 3639
"7647" "Acinonyx_jubatus" "ND2" 4805 5847 392 209
"7648" "Acinonyx_jubatus" "COX1" 6239 7784 140 392
"7649" "Acinonyx_jubatus" "COX2" 7924 8608 72 140
"7650" "Acinonyx_jubatus" "ATP8" 8680 8884 -43 72
"7651" "Acinonyx_jubatus" "ATP6" 8841 9522 -1 -43
"7652" "Acinonyx_jubatus" "COX3" 9521 10305 69 -1
"7653" "Acinonyx_jubatus" "ND3" 10374 10720 70 69
"7654" "Acinonyx_jubatus" "ND4L" 10790 11087 -7 70
"7655" "Acinonyx_jubatus" "ND4" 11080 12458 198 -7
"7656" "Acinonyx_jubatus" "ND5" 12656 14477 -17 198
"7657" "Acinonyx_jubatus" "ND6" 14460 14988 72 -17
"7658" "Acinonyx_jubatus" "CytB" 15060 16200 33800 72
"6515" "Acipenser_baerii" "ND1" 2877 3852 219 2877
"6516" "Acipenser_baerii" "ND2" 4071 5116 391 219
"6517" "Acipenser_baerii" "COX1" 5507 7061 172 391
"6518" "Acipenser_baerii" "COX2" 7233 7924 75 172
"6519" "Acipenser_baerii" "ATP8" 7999 8167 -10 75
"6520" "Acipenser_baerii" "ATP6" 8157 8841 -1 -10
"6521" "Acipenser_baerii" "COX3" 8840 9625 73 -1
"6522" "Acipenser_baerii" "ND3" 9698 10047 70 73
"6523" "Acipenser_baerii" "ND4L" 10117 10414 -7 70
"6524" "Acipenser_baerii" "ND4" 10407 11788 210 -7
"6525" "Acipenser_baerii" "ND5" 11998 13840 -4 210
"6526" "Acipenser_baerii" "ND6" 13836 14358 72 -4
"6527" "Acipenser_baerii" "CytB" 14430 15571 34429 72
"13422" "Acipenser_dabryanus" "ND1" 2875 3850 219 2875
"13423" "Acipenser_dabryanus" "ND2" 4069 5114 388 219
"13424" "Acipenser_dabryanus" "COX1" 5502 7056 172 388
"13425" "Acipenser_dabryanus" "COX2" 7228 7919 75 172
"13426" "Acipenser_dabryanus" "ATP8" 7994 8162 -10 75
"13427" "Acipenser_dabryanus" "ATP6" 8152 8836 -1 -10
"13428" "Acipenser_dabryanus" "COX3" 8835 9621 72 -1
"13429" "Acipenser_dabryanus" "ND3" 9693 10042 70 72
"13430" "Acipenser_dabryanus" "ND4L" 10112 10409 -7 70
"13431" "Acipenser_dabryanus" "ND4" 10402 11783 210 -7
"13432" "Acipenser_dabryanus" "ND5" 11993 13835 -4 210
"13433" "Acipenser_dabryanus" "ND6" 13831 14353 72 -4
"13434" "Acipenser_dabryanus" "CytB" 14425 15566 34434 72
"9480" "Acipenser_fulvescens" "ND1" 2875 3850 219 2875
"9481" "Acipenser_fulvescens" "ND2" 4069 5114 391 219
"9482" "Acipenser_fulvescens" "COX1" 5505 7059 173 391
"9483" "Acipenser_fulvescens" "COX2" 7232 7923 75 173
"9484" "Acipenser_fulvescens" "ATP8" 7998 8166 -10 75
"9485" "Acipenser_fulvescens" "ATP6" 8156 8840 -1 -10
"9486" "Acipenser_fulvescens" "COX3" 8839 9624 73 -1
"9487" "Acipenser_fulvescens" "ND3" 9697 10046 70 73
"9488" "Acipenser_fulvescens" "ND4L" 10116 10413 -7 70
"9489" "Acipenser_fulvescens" "ND4" 10406 11787 210 -7
"9490" "Acipenser_fulvescens" "ND5" 11997 13839 -4 210
"9491" "Acipenser_fulvescens" "ND6" 13835 14357 72 -4
"9492" "Acipenser_fulvescens" "CytB" 14429 15570 34430 72
"429" "Acipenser_gueldenstaedtii" "ND1" 2877 3852 219 2877
"430" "Acipenser_gueldenstaedtii" "ND2" 4071 5116 391 219
"431" "Acipenser_gueldenstaedtii" "COX1" 5507 7061 172 391
"432" "Acipenser_gueldenstaedtii" "COX2" 7233 7924 75 172
"433" "Acipenser_gueldenstaedtii" "ATP8" 7999 8167 -10 75
"434" "Acipenser_gueldenstaedtii" "ATP6" 8157 8841 -1 -10
"435" "Acipenser_gueldenstaedtii" "COX3" 8840 9625 73 -1
"436" "Acipenser_gueldenstaedtii" "ND3" 9698 10047 70 73
"437" "Acipenser_gueldenstaedtii" "ND4L" 10117 10414 -7 70
"438" "Acipenser_gueldenstaedtii" "ND4" 10407 11788 210 -7
"439" "Acipenser_gueldenstaedtii" "ND5" 11998 13840 -4 210
"440" "Acipenser_gueldenstaedtii" "ND6" 13836 14358 72 -4
"441" "Acipenser_gueldenstaedtii" "CytB" 14430 15571 34429 72
"481" "Acipenser_medirostris" "ND1" 2875 3850 219 2875
"482" "Acipenser_medirostris" "ND2" 4069 5114 388 219
"483" "Acipenser_medirostris" "COX1" 5502 7056 172 388
"484" "Acipenser_medirostris" "COX2" 7228 7919 75 172
"485" "Acipenser_medirostris" "ATP8" 7994 8162 -10 75
"486" "Acipenser_medirostris" "ATP6" 8152 8836 -1 -10
"487" "Acipenser_medirostris" "COX3" 8835 9620 73 -1
"488" "Acipenser_medirostris" "ND3" 9693 10042 70 73
"489" "Acipenser_medirostris" "ND4L" 10112 10409 -7 70
"490" "Acipenser_medirostris" "ND4" 10402 11783 210 -7
"491" "Acipenser_medirostris" "ND5" 11993 13835 -4 210
"492" "Acipenser_medirostris" "ND6" 13831 14353 72 -4
"493" "Acipenser_medirostris" "CytB" 14425 15566 34434 72
"13344" "Acipenser_nudiventris" "ND1" 2877 3852 219 2877
"13345" "Acipenser_nudiventris" "ND2" 4071 5116 391 219
"13346" "Acipenser_nudiventris" "COX1" 5507 7061 172 391
"13347" "Acipenser_nudiventris" "COX2" 7233 7924 75 172
"13348" "Acipenser_nudiventris" "ATP8" 7999 8167 -10 75
"13349" "Acipenser_nudiventris" "ATP6" 8157 8841 -1 -10
"13350" "Acipenser_nudiventris" "COX3" 8840 9625 73 -1
"13351" "Acipenser_nudiventris" "ND3" 9698 10047 70 73
"13352" "Acipenser_nudiventris" "ND4L" 10117 10414 -7 70
"13353" "Acipenser_nudiventris" "ND4" 10407 11788 210 -7
"13354" "Acipenser_nudiventris" "ND5" 11998 13840 -4 210
"13355" "Acipenser_nudiventris" "ND6" 13836 14358 73 -4
"13356" "Acipenser_nudiventris" "CytB" 14431 15572 34428 73
"8231" "Acipenser_oxyrinchus" "ND1" 2874 3849 219 2874
"8232" "Acipenser_oxyrinchus" "ND2" 4068 5115 386 219
"8233" "Acipenser_oxyrinchus" "COX1" 5501 7055 168 386
"8234" "Acipenser_oxyrinchus" "COX2" 7223 7914 75 168
"8235" "Acipenser_oxyrinchus" "ATP8" 7989 8157 -10 75
"8236" "Acipenser_oxyrinchus" "ATP6" 8147 8831 -1 -10
"8237" "Acipenser_oxyrinchus" "COX3" 8830 9616 72 -1
"8238" "Acipenser_oxyrinchus" "ND3" 9688 10039 68 72
"8239" "Acipenser_oxyrinchus" "ND4L" 10107 10404 -7 68
"8240" "Acipenser_oxyrinchus" "ND4" 10397 11778 210 -7
"8241" "Acipenser_oxyrinchus" "ND5" 11988 13830 -4 210
"8242" "Acipenser_oxyrinchus" "ND6" 13826 14348 72 -4
"8243" "Acipenser_oxyrinchus" "CytB" 14420 15561 34439 72
"468" "Acipenser_ruthenus" "ND1" 2881 3856 219 2881
"469" "Acipenser_ruthenus" "ND2" 4075 5120 391 219
"470" "Acipenser_ruthenus" "COX1" 5511 7065 172 391
"471" "Acipenser_ruthenus" "COX2" 7237 7928 75 172
"472" "Acipenser_ruthenus" "ATP8" 8003 8171 -10 75
"473" "Acipenser_ruthenus" "ATP6" 8161 8845 -1 -10
"474" "Acipenser_ruthenus" "COX3" 8844 9629 73 -1
"475" "Acipenser_ruthenus" "ND3" 9702 10051 70 73
"476" "Acipenser_ruthenus" "ND4L" 10121 10418 -7 70
"477" "Acipenser_ruthenus" "ND4" 10411 11792 210 -7
"478" "Acipenser_ruthenus" "ND5" 12002 13844 -4 210
"479" "Acipenser_ruthenus" "ND6" 13840 14362 72 -4
"480" "Acipenser_ruthenus" "CytB" 14434 15575 34425 72
"19493" "Acipenser_schrenckii" "ND1" 2876 3851 219 2876
"19494" "Acipenser_schrenckii" "ND2" 4070 5115 388 219
"19495" "Acipenser_schrenckii" "COX1" 5503 7057 172 388
"19496" "Acipenser_schrenckii" "COX2" 7229 7920 75 172
"19497" "Acipenser_schrenckii" "ATP8" 7995 8163 -10 75
"19498" "Acipenser_schrenckii" "ATP6" 8153 8837 -1 -10
"19499" "Acipenser_schrenckii" "COX3" 8836 9621 73 -1
"19500" "Acipenser_schrenckii" "ND3" 9694 10043 70 73
"19501" "Acipenser_schrenckii" "ND4L" 10113 10410 -7 70
"19502" "Acipenser_schrenckii" "ND4" 10403 11784 210 -7
"19503" "Acipenser_schrenckii" "ND5" 11994 13836 -4 210
"19504" "Acipenser_schrenckii" "ND6" 13832 14354 72 -4
"19505" "Acipenser_schrenckii" "CytB" 14426 15567 34433 72
"13357" "Acipenser_sinensis" "ND1" 2880 3855 220 2880
"13358" "Acipenser_sinensis" "ND2" 4075 5120 391 220
"13359" "Acipenser_sinensis" "COX1" 5511 7065 172 391
"13360" "Acipenser_sinensis" "COX2" 7237 7928 75 172
"13361" "Acipenser_sinensis" "ATP8" 8003 8171 -10 75
"13362" "Acipenser_sinensis" "ATP6" 8161 8845 -1 -10
"13363" "Acipenser_sinensis" "COX3" 8844 9629 73 -1
"13364" "Acipenser_sinensis" "ND3" 9702 10051 70 73
"13365" "Acipenser_sinensis" "ND4L" 10121 10418 -7 70
"13366" "Acipenser_sinensis" "ND4" 10411 11792 211 -7
"13367" "Acipenser_sinensis" "ND5" 12003 13845 -4 211
"13368" "Acipenser_sinensis" "ND6" 13841 14363 72 -4
"13369" "Acipenser_sinensis" "CytB" 14435 15576 34424 72
"442" "Acipenser_stellatus" "ND1" 2876 3851 219 2876
"443" "Acipenser_stellatus" "ND2" 4070 5115 390 219
"444" "Acipenser_stellatus" "COX1" 5505 7059 172 390
"445" "Acipenser_stellatus" "COX2" 7231 7922 75 172
"446" "Acipenser_stellatus" "ATP8" 7997 8165 -10 75
"447" "Acipenser_stellatus" "ATP6" 8155 8839 -1 -10
"448" "Acipenser_stellatus" "COX3" 8838 9624 72 -1
"449" "Acipenser_stellatus" "ND3" 9696 10045 70 72
"450" "Acipenser_stellatus" "ND4L" 10115 10412 -7 70
"451" "Acipenser_stellatus" "ND4" 10405 11786 210 -7
"452" "Acipenser_stellatus" "ND5" 11996 13833 1 210
"453" "Acipenser_stellatus" "ND6" 13834 14359 69 1
"454" "Acipenser_stellatus" "CytB" 14428 15569 34431 69
"13240" "Acipenser_sturio" "ND1" 2872 3847 219 2872
"13241" "Acipenser_sturio" "ND2" 4066 5111 389 219
"13242" "Acipenser_sturio" "COX1" 5500 7054 168 389
"13243" "Acipenser_sturio" "COX2" 7222 7913 75 168
"13244" "Acipenser_sturio" "ATP8" 7988 8156 -10 75
"13245" "Acipenser_sturio" "ATP6" 8146 8830 -1 -10
"13246" "Acipenser_sturio" "COX3" 8829 9614 73 -1
"13247" "Acipenser_sturio" "ND3" 9687 10036 70 73
"13248" "Acipenser_sturio" "ND4L" 10106 10403 -7 70
"13249" "Acipenser_sturio" "ND4" 10396 11777 210 -7
"13250" "Acipenser_sturio" "ND5" 11987 13829 -4 210
"13251" "Acipenser_sturio" "ND6" 13825 14347 72 -4
"13252" "Acipenser_sturio" "CytB" 14419 15560 34440 72
"455" "Acipenser_transmontanus" "ND1" 2876 3851 219 2876
"456" "Acipenser_transmontanus" "ND2" 4070 5115 388 219
"457" "Acipenser_transmontanus" "COX1" 5503 7057 172 388
"458" "Acipenser_transmontanus" "COX2" 7229 7920 75 172
"459" "Acipenser_transmontanus" "ATP8" 7995 8163 -10 75
"460" "Acipenser_transmontanus" "ATP6" 8153 8836 0 -10
"461" "Acipenser_transmontanus" "COX3" 8836 9621 73 0
"462" "Acipenser_transmontanus" "ND3" 9694 10043 70 73
"463" "Acipenser_transmontanus" "ND4L" 10113 10410 -7 70
"464" "Acipenser_transmontanus" "ND4" 10403 11784 210 -7
"465" "Acipenser_transmontanus" "ND5" 11994 13836 -4 210
"466" "Acipenser_transmontanus" "ND6" 13832 14354 72 -4
"467" "Acipenser_transmontanus" "CytB" 14426 15567 34433 72
"5681" "Acomys_cahirinus" "ND1" 2714 3669 210 2714
"5682" "Acomys_cahirinus" "ND2" 3879 4916 376 210
"5683" "Acomys_cahirinus" "COX1" 5292 6837 138 376
"5684" "Acomys_cahirinus" "COX2" 6975 7659 67 138
"5685" "Acomys_cahirinus" "ATP8" 7726 7930 -43 67
"5686" "Acomys_cahirinus" "ATP6" 7887 8568 -1 -43
"5687" "Acomys_cahirinus" "COX3" 8567 9351 68 -1
"5688" "Acomys_cahirinus" "ND3" 9419 9767 69 68
"5689" "Acomys_cahirinus" "ND4L" 9836 10133 -7 69
"5690" "Acomys_cahirinus" "ND4" 10126 11498 198 -7
"5691" "Acomys_cahirinus" "ND5" 11696 13529 -26 198
"5692" "Acomys_cahirinus" "ND6" 13503 14028 73 -26
"5693" "Acomys_cahirinus" "CytB" 14101 15242 34758 73
"38567" "Acreichthys_tomentosus" "ND1" 2839 3814 212 2839
"38568" "Acreichthys_tomentosus" "ND2" 4026 5071 387 212
"38569" "Acreichthys_tomentosus" "COX1" 5458 7009 152 387
"38570" "Acreichthys_tomentosus" "COX2" 7161 7852 76 152
"38571" "Acreichthys_tomentosus" "ATP8" 7928 8096 -10 76
"38572" "Acreichthys_tomentosus" "ATP6" 8086 8769 0 -10
"38573" "Acreichthys_tomentosus" "COX3" 8769 9554 72 0
"38574" "Acreichthys_tomentosus" "ND3" 9626 9975 69 72
"38575" "Acreichthys_tomentosus" "ND4L" 10044 10341 -7 69
"38576" "Acreichthys_tomentosus" "ND4" 10334 11715 213 -7
"38577" "Acreichthys_tomentosus" "ND5" 11928 13767 -4 213
"38578" "Acreichthys_tomentosus" "ND6" 13763 14285 74 -4
"38579" "Acreichthys_tomentosus" "CytB" 14359 15500 34500 74
"40557" "Acridotheres_cristatellus" "ND1" 2799 3777 227 2799
"40558" "Acridotheres_cristatellus" "ND2" 4004 5044 358 227
"40559" "Acridotheres_cristatellus" "COX1" 5402 6953 146 358
"40560" "Acridotheres_cristatellus" "COX2" 7099 7783 70 146
"40561" "Acridotheres_cristatellus" "ATP8" 7853 8021 -10 70
"40562" "Acridotheres_cristatellus" "ATP6" 8011 8695 6 -10
"40563" "Acridotheres_cristatellus" "COX3" 8701 9485 69 6
"40564" "Acridotheres_cristatellus" "ND3" 9554 9905 72 69
"40565" "Acridotheres_cristatellus" "ND4L" 9977 10274 -7 72
"40566" "Acridotheres_cristatellus" "ND4" 10267 11645 206 -7
"40567" "Acridotheres_cristatellus" "ND5" 11851 13669 8 206
"40568" "Acridotheres_cristatellus" "CytB" 13677 14820 159 8
"40569" "Acridotheres_cristatellus" "ND6" 14979 15498 34502 159
"32653" "Acridotheres_tristis" "ND1" 2798 3776 227 2798
"32654" "Acridotheres_tristis" "ND2" 4003 5043 358 227
"32655" "Acridotheres_tristis" "COX1" 5401 6952 146 358
"32656" "Acridotheres_tristis" "COX2" 7098 7782 70 146
"32657" "Acridotheres_tristis" "ATP8" 7852 8020 -10 70
"32658" "Acridotheres_tristis" "ATP6" 8010 8694 6 -10
"32659" "Acridotheres_tristis" "COX3" 8700 9484 69 6
"32660" "Acridotheres_tristis" "ND3" 9553 9904 72 69
"32661" "Acridotheres_tristis" "ND4L" 9976 10273 -7 72
"32662" "Acridotheres_tristis" "ND4" 10266 11644 206 -7
"32663" "Acridotheres_tristis" "ND5" 11850 13668 8 206
"32664" "Acridotheres_tristis" "CytB" 13676 14819 161 8
"32665" "Acridotheres_tristis" "ND6" 14980 15499 34501 161
"10416" "Acrocephalus_scirpaceus" "ND1" 2811 3789 228 2811
"10417" "Acrocephalus_scirpaceus" "ND2" 4017 5058 353 228
"10418" "Acrocephalus_scirpaceus" "COX1" 5411 6962 141 353
"10419" "Acrocephalus_scirpaceus" "COX2" 7103 7787 71 141
"10420" "Acrocephalus_scirpaceus" "ATP8" 7858 8029 -10 71
"10421" "Acrocephalus_scirpaceus" "ATP6" 8019 8703 6 -10
"10422" "Acrocephalus_scirpaceus" "COX3" 8709 9493 69 6
"10423" "Acrocephalus_scirpaceus" "ND3" 9562 9913 72 69
"10424" "Acrocephalus_scirpaceus" "ND4L" 9985 10282 -7 72
"10425" "Acrocephalus_scirpaceus" "ND4" 10275 11653 207 -7
"10426" "Acrocephalus_scirpaceus" "ND5" 11860 13678 10 207
"10427" "Acrocephalus_scirpaceus" "CytB" 13688 14831 1274 10
"10428" "Acrocephalus_scirpaceus" "ND6" 16105 16624 33376 1274
"10221" "Acrochordus_granulatus" "ND1" 2606 3565 1447 2606
"10222" "Acrochordus_granulatus" "ND2" 5012 6042 362 1447
"10223" "Acrochordus_granulatus" "COX1" 6404 7950 177 362
"10224" "Acrochordus_granulatus" "COX2" 8127 8812 67 177
"10225" "Acrochordus_granulatus" "ATP8" 8879 9047 -10 67
"10226" "Acrochordus_granulatus" "ATP6" 9037 9717 0 -10
"10227" "Acrochordus_granulatus" "COX3" 9717 10501 61 0
"10228" "Acrochordus_granulatus" "ND3" 10562 10905 66 61
"10229" "Acrochordus_granulatus" "ND4L" 10971 11261 0 66
"10230" "Acrochordus_granulatus" "ND4" 11261 12617 188 0
"10231" "Acrochordus_granulatus" "ND5" 12805 14584 -5 188
"10232" "Acrochordus_granulatus" "ND6" 14579 15092 76 -5
"10233" "Acrochordus_granulatus" "CytB" 15168 16285 33715 76
"48749" "Acrossocheilus_barbodon" "ND1" 2860 3835 217 2860
"48750" "Acrossocheilus_barbodon" "ND2" 4052 5097 386 217
"48751" "Acrossocheilus_barbodon" "COX1" 5483 7034 161 386
"48752" "Acrossocheilus_barbodon" "COX2" 7195 7886 77 161
"48753" "Acrossocheilus_barbodon" "ATP8" 7963 8128 -7 77
"48754" "Acrossocheilus_barbodon" "ATP6" 8121 8804 0 -7
"48755" "Acrossocheilus_barbodon" "COX3" 8804 9589 72 0
"48756" "Acrossocheilus_barbodon" "ND3" 9661 10010 70 72
"48757" "Acrossocheilus_barbodon" "ND4L" 10080 10377 -7 70
"48758" "Acrossocheilus_barbodon" "ND4" 10370 11751 212 -7
"48759" "Acrossocheilus_barbodon" "ND5" 11963 13787 -4 212
"48760" "Acrossocheilus_barbodon" "ND6" 13783 14305 75 -4
"48761" "Acrossocheilus_barbodon" "CytB" 14380 15521 34479 75
"36591" "Acrossocheilus_beijiangensis" "ND1" 2862 3837 216 2862
"36592" "Acrossocheilus_beijiangensis" "ND2" 4053 5098 387 216
"36593" "Acrossocheilus_beijiangensis" "COX1" 5485 7036 158 387
"36594" "Acrossocheilus_beijiangensis" "COX2" 7194 7885 77 158
"36595" "Acrossocheilus_beijiangensis" "ATP8" 7962 8127 -7 77
"36596" "Acrossocheilus_beijiangensis" "ATP6" 8120 8804 -1 -7
"36597" "Acrossocheilus_beijiangensis" "COX3" 8803 9588 72 -1
"36598" "Acrossocheilus_beijiangensis" "ND3" 9660 10009 70 72
"36599" "Acrossocheilus_beijiangensis" "ND4L" 10079 10376 -7 70
"36600" "Acrossocheilus_beijiangensis" "ND4" 10369 11750 212 -7
"36601" "Acrossocheilus_beijiangensis" "ND5" 11962 13786 -4 212
"36602" "Acrossocheilus_beijiangensis" "ND6" 13782 14304 75 -4
"36603" "Acrossocheilus_beijiangensis" "CytB" 14379 15520 34480 75
"36539" "Acrossocheilus_fasciatus" "ND1" 2850 3825 216 2850
"36540" "Acrossocheilus_fasciatus" "ND2" 4041 5086 387 216
"36541" "Acrossocheilus_fasciatus" "COX1" 5473 7024 160 387
"36542" "Acrossocheilus_fasciatus" "COX2" 7184 7875 77 160
"36543" "Acrossocheilus_fasciatus" "ATP8" 7952 8117 -7 77
"36544" "Acrossocheilus_fasciatus" "ATP6" 8110 8794 -1 -7
"36545" "Acrossocheilus_fasciatus" "COX3" 8793 9578 72 -1
"36546" "Acrossocheilus_fasciatus" "ND3" 9650 9999 70 72
"36547" "Acrossocheilus_fasciatus" "ND4L" 10069 10366 -7 70
"36548" "Acrossocheilus_fasciatus" "ND4" 10359 11740 212 -7
"36549" "Acrossocheilus_fasciatus" "ND5" 11952 13776 -4 212
"36550" "Acrossocheilus_fasciatus" "ND6" 13772 14294 75 -4
"36551" "Acrossocheilus_fasciatus" "CytB" 14369 15510 34490 75
"36552" "Acrossocheilus_hemispinus" "ND1" 2849 3824 216 2849
"36553" "Acrossocheilus_hemispinus" "ND2" 4040 5085 387 216
"36554" "Acrossocheilus_hemispinus" "COX1" 5472 7023 160 387
"36555" "Acrossocheilus_hemispinus" "COX2" 7183 7874 77 160
"36556" "Acrossocheilus_hemispinus" "ATP8" 7951 8116 -7 77
"36557" "Acrossocheilus_hemispinus" "ATP6" 8109 8793 -1 -7
"36558" "Acrossocheilus_hemispinus" "COX3" 8792 9577 72 -1
"36559" "Acrossocheilus_hemispinus" "ND3" 9649 9998 70 72
"36560" "Acrossocheilus_hemispinus" "ND4L" 10068 10365 -7 70
"36561" "Acrossocheilus_hemispinus" "ND4" 10358 11739 212 -7
"36562" "Acrossocheilus_hemispinus" "ND5" 11951 13775 -4 212
"36563" "Acrossocheilus_hemispinus" "ND6" 13771 14293 75 -4
"36564" "Acrossocheilus_hemispinus" "CytB" 14368 15509 34491 75
"49568" "Acrossocheilus_kreyenbergii" "ND1" 2846 3821 211 2846
"49569" "Acrossocheilus_kreyenbergii" "ND2" 4032 5077 389 211
"49570" "Acrossocheilus_kreyenbergii" "COX1" 5466 7017 157 389
"49571" "Acrossocheilus_kreyenbergii" "COX2" 7174 7865 77 157
"49572" "Acrossocheilus_kreyenbergii" "ATP8" 7942 8107 -7 77
"49573" "Acrossocheilus_kreyenbergii" "ATP6" 8100 8784 -1 -7
"49574" "Acrossocheilus_kreyenbergii" "COX3" 8783 9568 72 -1
"49575" "Acrossocheilus_kreyenbergii" "ND3" 9640 9989 70 72
"49576" "Acrossocheilus_kreyenbergii" "ND4L" 10059 10356 -7 70
"49577" "Acrossocheilus_kreyenbergii" "ND4" 10349 11730 212 -7
"49578" "Acrossocheilus_kreyenbergii" "ND5" 11942 13766 -4 212
"49579" "Acrossocheilus_kreyenbergii" "ND6" 13762 14284 75 -4
"49580" "Acrossocheilus_kreyenbergii" "CytB" 14359 15500 34500 75
"36578" "Acrossocheilus_monticola" "ND1" 2855 3830 216 2855
"36579" "Acrossocheilus_monticola" "ND2" 4046 5091 388 216
"36580" "Acrossocheilus_monticola" "COX1" 5479 7030 160 388
"36581" "Acrossocheilus_monticola" "COX2" 7190 7881 77 160
"36582" "Acrossocheilus_monticola" "ATP8" 7958 8123 -7 77
"36583" "Acrossocheilus_monticola" "ATP6" 8116 8800 -1 -7
"36584" "Acrossocheilus_monticola" "COX3" 8799 9584 72 -1
"36585" "Acrossocheilus_monticola" "ND3" 9656 10005 70 72
"36586" "Acrossocheilus_monticola" "ND4L" 10075 10372 -7 70
"36587" "Acrossocheilus_monticola" "ND4" 10365 11746 213 -7
"36588" "Acrossocheilus_monticola" "ND5" 11959 13783 -4 213
"36589" "Acrossocheilus_monticola" "ND6" 13779 14301 75 -4
"36590" "Acrossocheilus_monticola" "CytB" 14376 15517 34483 75
"15618" "Acrossocheilus_paradoxus" "ND1" 2857 3832 217 2857
"15619" "Acrossocheilus_paradoxus" "ND2" 4049 5094 386 217
"15620" "Acrossocheilus_paradoxus" "COX1" 5480 7031 161 386
"15621" "Acrossocheilus_paradoxus" "COX2" 7192 7883 77 161
"15622" "Acrossocheilus_paradoxus" "ATP8" 7960 8125 -7 77
"15623" "Acrossocheilus_paradoxus" "ATP6" 8118 8802 -1 -7
"15624" "Acrossocheilus_paradoxus" "COX3" 8801 9586 72 -1
"15625" "Acrossocheilus_paradoxus" "ND3" 9658 10007 70 72
"15626" "Acrossocheilus_paradoxus" "ND4L" 10077 10374 -7 70
"15627" "Acrossocheilus_paradoxus" "ND4" 10367 11748 212 -7
"15628" "Acrossocheilus_paradoxus" "ND5" 11960 13784 -4 212
"15629" "Acrossocheilus_paradoxus" "ND6" 13780 14302 75 -4
"15630" "Acrossocheilus_paradoxus" "CytB" 14377 15518 34482 75
"36565" "Acrossocheilus_parallens" "ND1" 2850 3825 216 2850
"36566" "Acrossocheilus_parallens" "ND2" 4041 5086 386 216
"36567" "Acrossocheilus_parallens" "COX1" 5472 7023 160 386
"36568" "Acrossocheilus_parallens" "COX2" 7183 7874 77 160
"36569" "Acrossocheilus_parallens" "ATP8" 7951 8116 -7 77
